id,city,state,yob
HOB-74702903-m-955890-lO,Punta Gorda,Florida,8
HOB-91522592-b-699926-X2,Reading,Pennsylvania,4
HOC-02039170-R-454711-05,#N/A,#N/A,2
HOC-61731313-r-760506-q3,Memphis,Tennessee,6
HOD-88308976-7-224937-D2,Dayton,Ohio,1
HOE-54326219-V-890837-4U,#N/A,#N/A,9
HOF-02490218-P-984447-7t,Fort Lauderdale,Florida,6
HOF-52758006-x-444868-LH,Little Rock,Arkansas,11
HOF-53298740-C-283316-Do,Wilmington,Delaware,9
HOF-95604145-J-733714-i0,Rockville,Maryland,13
HOH-74344617-D-893356-I1,Los Angeles,California,13
HOH-84630547-o-826293-HB,#N/A,#N/A,8
HOI-20147565-K-022435-sg,Corpus Christi,Texas,3
HOK-96750841-G-730535-r5,#N/A,#N/A,12
HOL-32852898-k-514229-nD,Duluth,Georgia,1
HOL-65054350-7-222431-wd,#N/A,#N/A,7
HOL-73489561-E-523232-uG,Muncie,Indiana,6
HOL-78395152-K-886092-5i,Garden Grove,California,7
HOM-40157361-u-827656-xT,Washington,District of Columbia,9
HON-67921813-D-946112-47,Baltimore,Maryland,7
HON-95314329-r-315757-mB,#N/A,#N/A,2
HOO-29754313-C-843918-dG,#N/A,#N/A,13
HOO-36737890-v-378521-9i,#N/A,#N/A,8
HOP-91894807-g-208461-nd,#N/A,#N/A,3
HOQ-91220164-5-166341-2A,Miami,Florida,0
HOR-32576980-m-990883-VW,#N/A,#N/A,10
HOR-45651152-K-805990-jQ,Worcester,Massachusetts,13
HOS-10502268-q-611839-qK,Rochester,New York,8
HOS-12479439-w-914761-U7,#N/A,#N/A,10
HOS-83872133-Y-017282-7p,#N/A,#N/A,6
HOT-72180591-5-369261-no,#N/A,#N/A,0
HOU-33095865-I-854977-sS,Boise,Idaho,0
HOV-41730009-S-309019-VE,#N/A,#N/A,7
HOV-52393609-f-057353-d0,Alexandria,Virginia,8
HOV-74560700-E-237832-fL,#N/A,#N/A,12
HOW-09537039-G-258381-f8,Melbourne,Florida,6
HOX-17699382-e-258404-Aw,Fort Wayne,Indiana,13
HOX-41122620-Z-766745-4S,#N/A,#N/A,0
HOY-49978325-W-145070-TE,#N/A,#N/A,9
HOZ-40216424-9-716565-jf,San Francisco,California,9
HPA-99828232-R-248357-kN,#N/A,#N/A,13
HPB-15344902-J-960371-cC,San Antonio,Texas,6
HPC-07601007-h-024697-qm,#N/A,#N/A,7
HPC-56671218-s-865818-3o,#N/A,#N/A,12
HPE-92485767-p-320160-wQ,Fairfax,Virginia,4
HPF-55619096-h-336099-HA,#N/A,#N/A,10
HPF-88528618-s-161061-CF,#N/A,#N/A,3
HPG-47902837-i-293548-95,#N/A,#N/A,13
HPH-89175894-e-336136-aX,#N/A,#N/A,11
HPI-02578751-8-929467-S8,Los Angeles,California,11
HPI-44819604-c-705267-g5,#N/A,#N/A,5
HPJ-49717850-w-353121-No,Birmingham,Alabama,11
HPJ-97099442-n-233055-7h,#N/A,#N/A,4
HPK-23477303-8-655822-3g,#N/A,#N/A,4
HPL-23038514-d-490613-JI,#N/A,#N/A,5
HPL-30958332-M-339906-2q,Santa Barbara,California,6
HPM-58939202-C-965626-fo,Chicago,Illinois,0
HPM-63864992-A-648403-UO,Salem,Oregon,0
HPM-97118198-O-275400-ND,Fresno,California,0
HPN-46614037-Y-611683-hR,#N/A,#N/A,8
HPO-06802546-f-656895-1u,Beaumont,Texas,0
HPO-67844793-f-083083-ZL,Baltimore,Maryland,1
HPO-99942898-E-187170-Li,#N/A,#N/A,4
HPP-93216857-2-624172-7y,Fresno,California,3
HPQ-34069069-Z-400766-kd,Topeka,Kansas,0
HPQ-55259574-r-368226-bo,#N/A,#N/A,13
HPQ-95222572-e-598036-ag,Springfield,Illinois,4
HPR-37492638-3-520475-wA,#N/A,#N/A,7
HPS-22529608-Z-685555-0K,Pueblo,Colorado,8
HPS-66383517-B-982456-hq,Flushing,New York,7
HPT-61615309-S-358616-VU,Oklahoma City,Oklahoma,1
HPT-96685715-z-202219-vv,#N/A,#N/A,6
HPU-75965332-7-987243-LW,El Paso,Texas,1
HPV-00239384-m-893020-mo,Monticello,Minnesota,5
HPV-01637926-M-713282-b1,#N/A,#N/A,12
HPV-19399608-f-241078-Wy,Denver,Colorado,12
HPW-13550464-r-260017-yh,#N/A,#N/A,3
HPW-78863866-M-379403-h9,El Paso,Texas,7
HPX-44789844-x-908887-oL,Houston,Texas,9
HPX-50686345-K-311886-jP,Houston,Texas,10
HPY-19844996-9-406360-2N,#N/A,#N/A,9
HPY-67198692-2-589173-Bb,Troy,Michigan,10
HPZ-08914512-T-916980-fR,Wilmington,Delaware,12
HPZ-78782531-U-866169-De,#N/A,#N/A,11
HQA-58136422-3-803058-me,San Mateo,California,3
HQB-00477538-q-023553-b1,#N/A,#N/A,1
HQB-46174640-l-440625-WV,Memphis,Tennessee,0
HQB-65405707-V-481752-As,Washington,District of Columbia,2
HQB-70464817-Z-744580-n1,Greensboro,North Carolina,7
HQC-09781899-C-570065-U7,#N/A,#N/A,12
HQC-22256516-K-340867-C5,Arlington,Virginia,1
HQC-61079214-h-504403-6w,Orlando,Florida,7
HQC-66085156-I-531875-ZL,Hot Springs National Park,Arkansas,8
HQC-97060880-U-721887-LR,Tulsa,Oklahoma,6
HQD-10933747-2-341413-BA,#N/A,#N/A,7
HQE-32945150-0-986774-rJ,Norfolk,Virginia,1
HQE-51851465-x-307083-6B,Las Vegas,Nevada,3
HQE-83412180-y-718663-hh,Littleton,Colorado,6
HQG-00108593-Z-379436-X6,#N/A,#N/A,13
HQG-10427023-w-390575-t6,#N/A,#N/A,0
HQG-24223692-x-523829-jb,Richmond,Virginia,9
HQG-45618131-W-149943-ZQ,Chandler,Arizona,8
HQG-50863578-g-058683-l7,#N/A,#N/A,12
HQI-03770564-q-088037-iY,#N/A,#N/A,10
HQJ-21321227-q-405008-2S,San Francisco,California,6
HQJ-23701493-R-410566-Fq,#N/A,#N/A,7
HQJ-79333488-G-247884-GS,Inglewood,California,1
HQJ-97069754-G-490354-Oy,San Francisco,California,9
HQN-00935241-e-537084-LL,#N/A,#N/A,8
HQN-26690197-L-650575-be,Raleigh,North Carolina,11
HQN-47447347-s-995245-PG,#N/A,#N/A,11
HQO-23564487-l-387174-Xq,Washington,District of Columbia,12
HQP-41081787-P-296484-dO,#N/A,#N/A,10
HQP-75733956-w-307894-0u,Richmond,Virginia,12
HQR-05464805-I-527769-oA,New York City,New York,5
HQR-27129120-v-123636-kv,Montgomery,Alabama,6
HQR-80299456-6-901738-WQ,#N/A,#N/A,10
HQS-37008150-i-871399-MD,El Paso,Texas,4
HQS-52023808-O-715569-2j,Richmond,Virginia,11
HQT-10590165-r-418742-0R,Scranton,Pennsylvania,4
HQV-77895878-w-906163-MH,Springfield,Missouri,8
HQW-47635186-1-939408-7C,Washington,District of Columbia,0
HQX-22002966-x-668331-oh,#N/A,#N/A,6
HQZ-84053321-J-340421-CK,#N/A,#N/A,13
HQZ-84620888-G-480239-Z6,Trenton,New Jersey,2
HRA-96652689-Y-458940-B7,Washington,District of Columbia,7
HRB-94598381-V-504014-TS,Vancouver,Washington,0
HRC-28589781-L-239784-pG,Pompano Beach,Florida,9
HRC-35667838-M-004366-8O,Boston,Massachusetts,4
HRD-21649558-c-037190-W0,Bethesda,Maryland,7
HRD-58176110-d-204516-Ku,Chattanooga,Tennessee,6
HRE-64921435-n-160495-Ey,Midland,Texas,1
HRF-48988102-S-319207-vu,#N/A,#N/A,13
HRF-80495287-B-309045-A1,Austin,Texas,4
HRG-03200801-v-407312-X9,Ashburn,Virginia,12
HRG-09724062-M-634557-gc,Buffalo,New York,3
HRG-30494538-5-889668-DO,Tyler,Texas,8
HRG-59604269-y-370627-gJ,Memphis,Tennessee,8
HRG-84636692-x-414057-tT,#N/A,#N/A,4
HRH-05097299-Q-166795-xj,#N/A,#N/A,8
HRH-35088259-u-887170-6V,#N/A,#N/A,8
HRH-81470937-K-616037-r8,San Antonio,Texas,11
HRH-86176529-H-631309-JE,#N/A,#N/A,3
HRH-96989543-v-529772-0g,Largo,Florida,1
HRJ-17901767-z-350469-ql,Baton Rouge,Louisiana,4
HRJ-26024630-g-554386-ZL,#N/A,#N/A,8
HRJ-46836151-g-615651-7L,Seattle,Washington,4
HRK-11122547-X-622236-TG,Washington,District of Columbia,0
HRK-37012363-5-676447-5K,New York City,New York,0
HRK-58610265-j-988064-7G,#N/A,#N/A,0
HRK-64114534-h-350870-lJ,Philadelphia,Pennsylvania,10
HRK-72781924-d-219542-A1,#N/A,#N/A,8
HRL-19885411-h-102091-OS,Dayton,Ohio,4
HRL-73759288-i-897966-Ko,Cincinnati,Ohio,1
HRM-17495984-j-397411-24,#N/A,#N/A,12
HRM-39604009-X-544206-Pw,Waterbury,Connecticut,6
HRN-08419875-A-949683-tN,#N/A,#N/A,13
HRO-49561688-k-734290-we,#N/A,#N/A,4
HRO-95372859-G-427904-QB,Trenton,New Jersey,7
HRP-19055068-a-482104-Q8,Cincinnati,Ohio,9
HRP-48014817-2-421064-d5,#N/A,#N/A,8
HRP-90319279-P-730119-7h,#N/A,#N/A,4
HRQ-31682325-c-348941-Lw,#N/A,#N/A,13
HRQ-66192280-K-615175-6j,#N/A,#N/A,13
HRQ-80131293-g-495055-9r,#N/A,#N/A,11
HRR-00270971-z-330900-ov,Shawnee Mission,Kansas,9
HRR-90073457-V-375103-Mx,Atlanta,Georgia,13
HRR-90128467-a-840444-9q,Scottsdale,Arizona,11
HRS-23238533-k-488732-Ru,Houston,Texas,7
HRS-60279630-y-770547-fs,Baton Rouge,Louisiana,10
HRS-81529789-f-158698-3S,#N/A,#N/A,10
HRT-79080194-0-552741-6e,Huntington,West Virginia,2
HRU-42386143-0-001083-DM,Pensacola,Florida,2
HRW-27123714-k-096529-OL,Raleigh,North Carolina,13
HRW-81971529-5-278647-N3,#N/A,#N/A,3
HRX-29281845-4-569888-v6,Minneapolis,Minnesota,4
HRY-12576129-z-013461-uM,#N/A,#N/A,2
HRY-46169132-Y-115116-6y,Baltimore,Maryland,9
HRY-86781010-Z-889235-I5,Kent,Washington,8
HRZ-27255225-w-117661-bl,Salt Lake City,Utah,10
HRZ-40263889-i-665215-rO,Columbus,Ohio,10
HRZ-57560698-k-440592-6d,Huntington Beach,California,7
HRZ-99371402-A-357455-au,Nashville,Tennessee,5
HSA-23654535-5-998203-CR,Albany,New York,3
HSA-39147110-l-469697-Lf,Saginaw,Michigan,6
HSA-48804138-8-592438-Lq,San Bernardino,California,7
HSA-98040288-I-523820-Kv,#N/A,#N/A,9
HSB-36350662-t-445122-Yj,Naples,Florida,11
HSB-40012386-z-912266-NV,Saint Louis,Missouri,3
HSB-46387977-x-285826-7I,Paterson,New Jersey,1
HSC-19871808-e-952030-3z,New Hyde Park,New York,10
HSC-22202355-m-905545-UD,Omaha,Nebraska,11
HSC-23421446-j-773506-oR,#N/A,#N/A,8
HSC-63300789-c-046736-OQ,Danbury,Connecticut,8
HSC-66670712-E-445921-oD,Las Cruces,New Mexico,13
HSC-74724768-8-691966-Am,#N/A,#N/A,6
HSC-77622284-B-366840-aj,Raleigh,North Carolina,10
HSD-17631831-y-222125-5p,Birmingham,Alabama,10
HSD-49997237-J-961157-NA,Boise,Idaho,9
HSE-22886942-S-121002-ps,Columbus,Georgia,5
HSE-53132091-R-118875-8j,Burbank,California,12
HSF-17020132-r-729986-An,#N/A,#N/A,10
HSF-85839243-A-464024-ML,Houston,Texas,3
HSH-26628971-d-269778-tf,Norwalk,Connecticut,8
HSH-27523488-g-285204-DI,Los Angeles,California,0
HSH-33826056-J-937891-DP,#N/A,#N/A,9
HSH-56869305-P-047628-VL,Springfield,Illinois,0
HSH-97728814-L-235019-iG,Bronx,New York,13
HSI-68373977-G-774712-Va,#N/A,#N/A,9
HSJ-61502397-P-711869-zx,Atlanta,Georgia,10
HSJ-86599229-R-355014-Nx,Montgomery,Alabama,13
HSJ-95114911-f-787328-GY,Brockton,Massachusetts,0
HSK-06863598-1-421096-Gj,#N/A,#N/A,2
HSK-44833593-M-334934-hG,#N/A,#N/A,6
HSL-38526884-q-351836-d7,#N/A,#N/A,0
HSL-84067611-7-579882-cK,Denver,Colorado,2
HSL-99504086-W-935940-p5,Berkeley,California,11
HSM-01191919-Y-877452-Tq,#N/A,#N/A,6
HSM-11002094-M-375127-3C,Saint Cloud,Minnesota,9
HSM-39117447-8-919905-rp,Erie,Pennsylvania,13
HSM-66010684-c-224757-oB,Austin,Texas,4
HSM-96490409-0-630514-EL,#N/A,#N/A,5
HSN-08757824-5-972057-4z,New York City,New York,7
HSN-20114429-E-878149-UI,#N/A,#N/A,12
HSN-30537230-S-778881-IQ,Beaufort,South Carolina,11
HSN-74793265-W-466419-Z5,Cincinnati,Ohio,4
HSO-98992647-7-518574-ir,Springfield,Missouri,6
HSQ-79890093-1-344871-Fv,#N/A,#N/A,2
HSQ-86984862-d-781246-iC,Virginia Beach,Virginia,2
HSR-03835327-C-980317-zT,Fullerton,California,5
HSS-96526757-Q-245307-ao,Fort Wayne,Indiana,4
HSU-07425301-G-148837-Nx,Kalamazoo,Michigan,6
HSU-48296676-U-768302-mG,Cincinnati,Ohio,5
HSU-76091341-5-275807-QI,#N/A,#N/A,12
HSU-81220597-J-386519-4g,Metairie,Louisiana,7
HSU-87160121-J-377951-7L,New Haven,Connecticut,6
HSU-95535236-C-163007-yr,Detroit,Michigan,9
HSV-17043984-8-500676-7l,Pomona,California,6
HSV-57500726-x-028562-7Y,Tulsa,Oklahoma,4
HSW-80474827-V-892647-SZ,Chicago,Illinois,0
HSX-26255459-z-026462-vm,#N/A,#N/A,3
HSY-00333265-R-307069-8s,#N/A,#N/A,8
HSY-39554519-r-934003-2M,Gadsden,Alabama,11
HSY-66372850-S-271662-Sb,Oklahoma City,Oklahoma,5
HSZ-87006808-b-417794-bY,Lansing,Michigan,8
HTB-31274468-O-615456-kd,Seattle,Washington,1
HTB-56309914-b-493037-pe,Newton,Massachusetts,8
HTC-18200105-c-287792-2F,Brooksville,Florida,7
HTC-18700534-u-792303-z6,#N/A,#N/A,13
HTC-70565877-R-535090-rR,New Orleans,Louisiana,3
HTD-98454706-M-291330-6U,Lubbock,Texas,1
HTE-21329735-9-415358-eU,#N/A,#N/A,11
HTE-51613288-x-406130-e1,Miami,Florida,3
HTE-83846656-k-679639-6p,#N/A,#N/A,2
HTG-50348487-b-313325-Jh,Seattle,Washington,4
HTG-66683023-s-358750-l0,San Jose,California,12
HTH-90486414-a-991515-Ts,Jackson,Mississippi,7
HTH-90689647-S-582396-Ju,Clearwater,Florida,10
HTI-22159079-z-257243-O8,Oklahoma City,Oklahoma,9
HTI-43096316-4-704235-Hc,Fairfield,Connecticut,6
HTI-79706114-9-208318-OS,Grand Rapids,Michigan,9
HTI-92713821-9-738070-DA,Tulsa,Oklahoma,0
HTJ-50308681-d-613052-CM,#N/A,#N/A,9
HTK-87080536-C-261813-d1,#N/A,#N/A,4
HTL-12207368-i-531000-tn,Jackson,Tennessee,4
HTL-60151587-4-421492-YY,Dayton,Ohio,1
HTM-24435502-D-607940-nd,Denver,Colorado,13
HTN-68450228-A-126065-mY,#N/A,#N/A,7
HTO-30627781-V-243328-oX,Boston,Massachusetts,4
HTP-04132856-E-015096-A9,Tampa,Florida,10
HTP-52769464-8-846189-WH,Saint Petersburg,Florida,5
HTP-85532615-G-895026-5l,Sacramento,California,13
HTQ-40900319-2-143588-88,#N/A,#N/A,9
HTR-13618175-4-679912-zX,Midland,Texas,2
HTS-27537294-o-531916-Xs,#N/A,#N/A,11
HTS-55248380-B-069400-0I,Bethesda,Maryland,6
HTS-73399457-S-306548-Tr,New York City,New York,4
HTS-99093424-2-370573-tu,Sioux Falls,South Dakota,1
HTU-50549498-d-500243-yq,Tacoma,Washington,11
HTU-65887167-L-839305-RD,Boston,Massachusetts,2
HTV-81826381-k-367470-x6,Mobile,Alabama,2
HTW-86014617-q-046639-uO,Birmingham,Alabama,9
HTW-98886710-H-722615-4k,#N/A,#N/A,6
HTY-15239209-X-517947-Rr,Tampa,Florida,0
HTY-22210492-Z-740733-FI,Arlington,Texas,3
HTY-74948397-m-661974-Zy,#N/A,#N/A,7
HTZ-24691884-T-448509-It,San Diego,California,8
HTZ-80723985-V-722628-v9,Greensboro,North Carolina,3
HTZ-97737346-L-620306-qA,#N/A,#N/A,8
HUA-85407837-b-276472-0f,Dallas,Texas,1
HUD-74621573-Q-125574-EH,Carson City,Nevada,8
HUE-11330407-4-190612-JM,Frederick,Maryland,5
HUE-61957651-i-823623-9x,#N/A,#N/A,3
HUF-46069979-w-441577-5K,White Plains,New York,1
HUF-82058808-Y-023681-Ut,Bradenton,Florida,5
HUG-14297036-l-039652-Sd,Austin,Texas,12
HUG-32380338-5-345680-Q3,Manchester,New Hampshire,10
HUG-50494851-Q-603762-AL,#N/A,#N/A,3
HUG-71976979-L-355330-Rh,Saint Paul,Minnesota,0
HUH-80604248-w-608352-pD,San Diego,California,8
HUH-94247048-k-906411-YX,Great Neck,New York,3
HUI-02315249-z-718715-Cu,Round Rock,Texas,12
HUI-38517197-G-279384-hm,#N/A,#N/A,11
HUI-72249802-3-434485-J8,Saint Louis,Missouri,7
HUI-91256090-T-277726-ql,Sioux Falls,South Dakota,1
HUJ-64033240-z-450128-bj,Denver,Colorado,12
HUK-49007049-g-656302-1Y,#N/A,#N/A,0
HUK-49686848-U-929206-xR,#N/A,#N/A,13
HUK-62686770-K-631927-h7,Marietta,Georgia,3
HUK-75683714-h-888564-8h,Burbank,California,10
HUK-83056431-b-358424-ml,Sacramento,California,2
HUK-95425300-k-254054-LW,Memphis,Tennessee,6
HUM-39965392-l-524234-xL,San Jose,California,10
HUM-56823437-f-826488-ay,Austin,Texas,5
HUM-58049387-0-040518-uO,#N/A,#N/A,0
HUN-56743359-G-974131-NO,#N/A,#N/A,5
HUO-64860910-v-092045-6K,#N/A,#N/A,6
HUQ-76048249-8-511557-ie,#N/A,#N/A,11
HUQ-81423369-j-834592-Qg,Boston,Massachusetts,0
HUR-94910026-4-636454-Kb,Akron,Ohio,1
HUS-03765023-s-068212-vD,Detroit,Michigan,11
HUT-70549175-h-571726-do,#N/A,#N/A,6
HUT-75260242-P-455549-gu,Tucson,Arizona,2
HUU-67109458-k-367243-N1,Inglewood,California,2
HUU-69053668-B-399299-ZK,#N/A,#N/A,5
HUU-96245985-w-895127-V7,Washington,District of Columbia,5
HUV-37567513-D-500056-7h,#N/A,#N/A,2
HUV-73269366-G-640884-3G,Midland,Michigan,5
HUW-01110531-W-250134-bE,Raleigh,North Carolina,10
HUW-36083869-P-322899-Fj,Brea,California,9
HUY-84562407-i-741410-J9,#N/A,#N/A,9
HUZ-36592309-h-784988-ad,Jeffersonville,Indiana,6
HUZ-48902400-k-369806-Bm,Washington,District of Columbia,3
HVA-37190437-y-614928-BQ,Tyler,Texas,0
HVB-32541190-9-056992-3p,Lake Charles,Louisiana,3
HVB-65247920-D-283265-SV,Cheyenne,Wyoming,7
HVC-02832855-a-224367-8k,Anchorage,Alaska,10
HVC-19374741-G-926958-ay,Cedar Rapids,Iowa,0
HVC-70228895-C-978253-0y,Houston,Texas,6
HVC-72346040-t-477557-CF,Knoxville,Tennessee,5
HVD-14870823-R-993602-n3,Erie,Pennsylvania,1
HVD-16758906-e-126712-6k,San Jose,California,6
HVD-55841825-A-448720-AO,Washington,District of Columbia,8
HVD-82723042-1-037774-ae,#N/A,#N/A,4
HVE-83162646-P-239098-eX,Seattle,Washington,12
HVF-14485982-W-443163-u6,Orlando,Florida,13
HVF-16361606-s-484149-hV,Waterbury,Connecticut,7
HVF-53529310-L-117174-oY,Columbia,Missouri,5
HVH-58175413-i-964254-po,Savannah,Georgia,1
HVH-88427348-S-910481-EJ,#N/A,#N/A,6
HVI-16477873-D-991115-pb,Evansville,Indiana,10
HVI-29066724-q-333697-wX,Waco,Texas,12
HVI-54464488-i-549004-G7,#N/A,#N/A,8
HVJ-84406054-Y-844213-0H,Flint,Michigan,0
HVK-49289015-Z-750620-uI,#N/A,#N/A,13
HVL-24623698-c-096522-bv,Austin,Texas,2
HVM-00408282-L-566497-QP,#N/A,#N/A,6
HVM-76809498-T-507957-9q,#N/A,#N/A,2
HVM-82966945-d-974454-NR,Memphis,Tennessee,5
HVN-19110479-2-938795-Sk,Petaluma,California,6
HVN-46221963-Z-205145-mP,#N/A,#N/A,10
HVN-46368736-R-962856-rI,#N/A,#N/A,9
HVO-65076911-Q-531692-nx,Phoenix,Arizona,8
HVO-95002797-J-026518-Dq,Peoria,Illinois,4
HVP-09349063-7-930373-wE,Falls Church,Virginia,11
HVP-94648757-9-724395-Tw,Silver Spring,Maryland,0
HVQ-21900355-d-033195-4f,Duluth,Georgia,3
HVQ-53852073-0-265251-yP,#N/A,#N/A,11
HVT-44622141-k-446515-zq,Pinellas Park,Florida,9
HVU-31573044-m-653014-zD,Philadelphia,Pennsylvania,13
HVU-96249728-5-530151-pP,Inglewood,California,11
HVV-03612508-G-874828-gM,#N/A,#N/A,6
HVV-69924751-N-468817-ZC,#N/A,#N/A,6
HVX-04395054-f-774126-w2,Pittsburgh,Pennsylvania,8
HVX-93253062-b-846085-5C,Miami,Florida,12
HVZ-29055502-G-070318-eS,Salt Lake City,Utah,2
HVZ-98086787-T-963058-3D,Detroit,Michigan,12
HWA-47186420-b-881029-XU,#N/A,#N/A,7
HWA-67768970-P-014815-te,Akron,Ohio,2
HWA-81283696-8-188759-BW,Fairfield,Connecticut,4
HWB-02228362-B-826801-I0,#N/A,#N/A,4
HWB-19790176-8-542304-lh,#N/A,#N/A,3
HWD-05095928-z-901849-CR,Ogden,Utah,11
HWD-22102822-9-348959-Sk,Charlotte,North Carolina,4
HWD-25179406-5-968291-cv,Glendale,Arizona,12
HWD-90997230-5-457865-Vu,New York City,New York,7
HWF-01535459-6-245929-rn,Greenville,South Carolina,1
HWF-90221539-I-727691-ry,Atlanta,Georgia,5
HWG-13002601-Z-674643-Rx,Brooklyn,New York,9
HWH-14950695-L-100785-Sd,#N/A,#N/A,0
HWH-24923559-g-681335-5B,#N/A,#N/A,12
HWH-76064804-D-205727-BG,#N/A,#N/A,10
HWH-98813159-Q-684666-o1,#N/A,#N/A,5
HWI-60621138-F-348700-uE,Colorado Springs,Colorado,3
HWI-63154228-p-598713-2M,Atlanta,Georgia,3
HWI-87241005-h-964173-kl,Naples,Florida,9
HWK-37622431-t-661123-LN,#N/A,#N/A,2
HWK-42253428-d-682421-49,#N/A,#N/A,6
HWK-57705110-u-056389-eM,Amarillo,Texas,0
HWK-80172806-C-335673-F3,Indianapolis,Indiana,12
HWL-39073685-i-385071-y3,Jamaica,New York,5
HWL-55756214-6-335371-p3,Tampa,Florida,8
HWM-74507475-I-354417-6K,Washington,District of Columbia,13
HWN-18047905-J-044335-p6,New York City,New York,5
HWO-03429816-u-721534-TB,#N/A,#N/A,6
HWO-94634794-Y-982522-Mh,Charlotte,North Carolina,1
HWP-28069070-o-285910-9a,#N/A,#N/A,9
HWP-31385564-s-732203-v9,Miami,Florida,1
HWP-88083371-y-047896-aB,#N/A,#N/A,13
HWP-93265989-c-701720-xw,#N/A,#N/A,10
HWQ-71282148-w-148084-JA,#N/A,#N/A,3
HWQ-82217041-1-224838-H6,Memphis,Tennessee,5
HWR-78028539-o-873046-bF,New York City,New York,1
HWR-94563905-p-771640-3d,#N/A,#N/A,3
HWR-98996663-F-385907-PF,#N/A,#N/A,10
HWT-04358558-Q-075006-tx,Los Angeles,California,12
HWT-32288162-3-660068-n1,#N/A,#N/A,13
HWU-15257221-B-514331-pb,Raleigh,North Carolina,6
HWU-17902298-5-560527-pD,Bradenton,Florida,8
HWU-30524461-Q-968650-xV,#N/A,#N/A,0
HWV-25619081-I-888595-eF,#N/A,#N/A,9
HWW-05145693-Q-694469-wB,#N/A,#N/A,6
HWW-07740861-d-105380-OT,Charlotte,North Carolina,8
HWW-42393885-P-859601-yi,Fort Wayne,Indiana,9
HWX-51695262-A-454022-8T,San Bernardino,California,3
HWY-35692909-N-668971-EI,#N/A,#N/A,13
HWY-88981407-g-736845-JN,Colorado Springs,Colorado,10
HWZ-85247897-y-781166-CO,Denver,Colorado,8
HWZ-89269929-A-285910-Zy,Jamaica,New York,13
HXA-15435000-a-330781-jw,#N/A,#N/A,8
HXA-67133750-e-982740-z1,Charlotte,North Carolina,3
HXA-69801610-L-057339-Cw,Mobile,Alabama,2
HXA-83818350-E-661500-q4,Fort Worth,Texas,4
HXB-18146052-C-113938-6c,#N/A,#N/A,9
HXB-23254443-h-653536-yY,Springfield,Ohio,10
HXB-33411235-x-492294-z0,Houston,Texas,7
HXB-64950649-9-382203-IC,San Francisco,California,12
HXC-60241811-t-521384-Rn,#N/A,#N/A,4
HXD-03272724-Y-739502-ca,Peoria,Illinois,12
HXD-32875048-V-885352-Vj,San Mateo,California,4
HXD-47253539-m-971650-h0,Glendale,California,9
HXD-72899138-h-123695-FD,Spokane,Washington,7
HXE-43435333-k-302007-kc,Rochester,New York,8
HXE-76809487-b-032548-qs,Birmingham,Alabama,12
HXE-84378730-w-635087-E8,New Brunswick,New Jersey,8
HXF-69667865-8-202765-S0,Gainesville,Georgia,3
HXG-06852333-A-483299-4v,Jacksonville,Florida,5
HXG-11018368-0-514963-8p,#N/A,#N/A,10
HXG-29100814-k-315699-pH,Denver,Colorado,11
HXG-55804344-J-464661-0j,#N/A,#N/A,12
HXH-05186534-s-568494-fh,#N/A,#N/A,3
HXH-48377067-v-598863-ay,San Bernardino,California,13
HXI-28652633-4-153140-lh,#N/A,#N/A,3
HXK-54389866-M-433657-uw,#N/A,#N/A,2
HXK-64505413-B-237646-57,Charleston,South Carolina,0
HXL-27589953-u-469974-4b,#N/A,#N/A,4
HXL-93538296-f-401188-pb,New York City,New York,13
HXM-55681047-a-103013-rd,Spokane,Washington,6
HXN-33272439-K-156908-sj,#N/A,#N/A,0
HXN-47411839-S-154527-cl,New Orleans,Louisiana,7
HXN-73056687-A-825319-6p,Richmond,Virginia,2
HXN-74531464-y-773915-BX,Philadelphia,Pennsylvania,2
HXO-19221729-C-997304-Mm,Ogden,Utah,0
HXO-61194632-7-845980-DA,Los Angeles,California,2
HXO-74736053-x-758654-M6,#N/A,#N/A,7
HXO-79509774-u-694395-0h,Phoenix,Arizona,11
HXO-87595308-g-666663-Ad,#N/A,#N/A,13
HXP-14891484-B-075868-oV,Mobile,Alabama,1
HXP-26673687-E-570193-rb,Seattle,Washington,0
HXP-49982831-I-504323-P8,Reno,Nevada,2
HXP-71506855-A-125253-kk,Saint Paul,Minnesota,3
HXR-82642449-p-068962-27,Omaha,Nebraska,8
HXS-64882447-t-206999-No,Louisville,Kentucky,6
HXT-27361222-k-524055-2P,#N/A,#N/A,9
HXU-51752278-3-961123-kv,Washington,District of Columbia,10
HXU-60438248-4-088055-PO,Minneapolis,Minnesota,1
HXU-70670756-X-136294-hw,Tucson,Arizona,11
HXU-71575028-L-725367-7k,#N/A,#N/A,3
HXW-08292382-D-537914-dS,Saint Paul,Minnesota,10
HXW-15354250-h-045205-Rj,Chicago,Illinois,4
HXW-22850512-D-893924-bu,Baton Rouge,Louisiana,2
HXW-81199923-M-693655-Cl,Spokane,Washington,10
HXX-03953913-5-977149-or,#N/A,#N/A,5
HXX-60751088-S-849326-9W,Dallas,Texas,8
HXX-67802277-G-291640-Dn,Detroit,Michigan,3
HXX-86526033-B-763417-Pt,#N/A,#N/A,3
HXX-93826823-F-349545-hq,Kansas City,Missouri,7
HXY-55156539-f-126412-MX,Mobile,Alabama,13
HXY-95109902-5-944748-pF,Oklahoma City,Oklahoma,0
HXZ-03853286-S-648611-ez,#N/A,#N/A,9
